State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Secondary_Education,Higher_Education,Graduate_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle,Households_with_Landline_only,Households_with_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_River_Canal_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Power_Parity_Less_than_Rs_45000,sex_ratio
Jammu and Kashmir,Doda,33.35961468,76.0716372,16,JAMMU AND KASHMIR,409936,213641,196295,219083,138620,80463,53408,27209,26199,39216,20377,18839,151912,101144,50768,258024,12199,1932,67834,187621,220614,472,422,21,22,42,722,7963,61831,596,3077,122267,11350,133617,43794,47350,48359,31416,12647,263576,93189,52744,563,1804,24106,1550,1265,44395,497,19244,47031,1371,26716,23060,76189,1997,202,978,35304,25054,261,66002,60,247,92
Jammu and Kashmir,Jammu,32.7131991,74.84775204,21,JAMMU AND KASHMIR,1529958,813821,716137,1137135,641916,495219,377991,197610,180381,69193,36323,32870,508622,417456,91166,1021336,36873,10589,392547,1289240,107489,12104,114272,470,1987,321,4075,197168,294739,19905,46657,254566,248043,502609,135391,185962,261852,159257,146501,816827,435895,275585,68272,44063,76236,113156,20542,179925,32191,240478,241206,40739,231365,162522,274859,18255,117098,671,46394,233123,1681,168693,8076,404,88
Jammu and Kashmir,Kargil,33.56599489,76.63675315,4,JAMMU AND KASHMIR,140802,77785,63017,86236,56301,29935,18,12,6,122336,62652,59684,51873,39839,12034,88929,3763,1222,38622,10341,108239,604,1171,20126,28,4,289,3285,15824,235,1005,40370,7774,48144,12732,19083,16938,9826,3077,87532,35561,17488,488,1847,10895,652,899,7733,249,8008,10562,1930,11887,17649,16646,1419,3289,2641,9218,1963,197,10769,19,39,81
Jammu and Kashmir,Kathua,32.51781678,75.58901399,7,JAMMU AND KASHMIR,616435,326109,290326,389204,228499,160705,141224,74644,66580,53307,27693,25614,200431,161548,38883,416004,21566,3952,105380,540063,64234,1828,9551,24,16,2,717,32772,109422,1443,6112,181374,33473,214847,69396,82715,91522,47694,24330,357864,160123,97684,17726,4687,26172,23014,3065,78220,2732,66944,88964,7679,47372,26033,114949,2179,31020,860,36594,52019,771,61227,3438,139,89
Jammu and Kashmir,Pulwama,33.88414419,75.0092186,12,JAMMU AND KASHMIR,560440,293064,267376,293958,178326,115632,402,397,5,22607,11837,10770,188420,138428,49992,372020,34080,10615,93979,13840,535159,1109,9440,35,6,18,833,16828,73629,1537,5293,147520,21703,169223,36201,54808,67368,40931,31286,342601,137032,80111,5479,6164,51973,4551,1770,57529,1478,45967,65162,5863,61749,53836,80452,459,13347,8108,19320,50893,430,56749,3413,213,91
Jammu and Kashmir,Punch,33.79124129,74.29593161,5,JAMMU AND KASHMIR,476835,251899,224936,261724,163333,98391,556,406,150,176101,90274,85827,161393,117677,43716,315442,31583,3930,71616,32604,431279,958,11188,83,10,2,711,13160,62900,346,3342,132139,15269,147408,55762,72024,46062,29517,13962,304979,109818,61334,846,1731,37412,2407,1908,31773,276,16022,36358,2677,19789,16586,87711,762,4036,1351,33146,17078,308,43697,234,117,89
Jammu and Kashmir,Srinagar,34.27312899,75.11021159,10,JAMMU AND KASHMIR,1236829,651124,585705,748584,431746,316838,1068,995,73,8935,5021,3914,407188,333151,74037,829641,10408,20095,364457,42540,1177342,2746,12187,285,74,2,1653,138119,165403,16413,33831,4518,257721,262239,88911,173309,176409,132727,121856,693238,351561,190330,44501,34586,129337,39804,12717,120553,22024,152945,157875,24605,164263,164002,160923,5135,1563,669,7457,157176,64,164426,692,251,90
Jammu and Kashmir,Udhampur,33.04770671,75.15286951,19,JAMMU AND KASHMIR,554985,296784,258201,322354,197543,124811,138569,72093,66476,56309,29142,27167,243672,163845,79827,311313,11396,2641,116615,489044,59771,1962,3418,106,57,235,392,20008,73999,1214,5744,148664,34696,183360,58567,80129,55024,29657,17345,339145,140785,74757,3948,3800,30146,8953,1459,56859,2075,37323,64858,6540,21542,18063,90329,2544,4742,1825,36891,21585,782,47796,166,218,87
Jharkhand,Bokaro,23.6814965,85.98398374,355,JHARKHAND,2062330,1072807,989523,1273520,759088,514432,299227,154297,144930,255626,129233,126393,685368,507677,177691,1376962,126406,21671,399770,1636460,241451,13730,4174,1890,2045,160524,2056,67157,274726,9754,37997,250312,258452,508764,242467,338861,232434,154076,116396,1261238,510375,282115,247231,21098,53133,108998,10961,215478,22508,179570,239204,12765,149320,130956,292464,67373,137244,12782,141889,139394,1385,101797,12123,539,92
Jharkhand,Chatra,24.11619946,84.93295805,347,JHARKHAND,1042886,533935,508951,510061,303902,206159,340553,172668,167885,45563,23141,22422,397690,251213,146477,645196,188513,14210,75670,903179,116710,6565,888,35,129,12936,2444,5307,27037,590,9115,200974,14528,215502,200861,161729,63670,35342,21697,692650,222892,126682,90400,2110,43535,15107,2320,78668,852,17627,82823,1835,31242,18298,176487,2533,85552,2487,94922,29054,65,7066,930,230,95
Jharkhand,Deoghar,24.33070101,86.75697632,350,JHARKHAND,1492073,775022,717051,793538,489837,303701,190036,98295,91741,180962,91012,89950,551467,383691,167776,940606,209693,39361,173757,1165140,302626,6027,143,188,282,16067,1600,26760,130193,1944,13550,257373,64337,321710,217460,266292,96331,54419,43979,944961,338413,205514,174959,3714,32959,32553,3976,119254,3384,64890,126305,3075,51685,42762,249689,7201,140518,3608,137889,51356,93,10813,9593,329,93
Jharkhand,Dhanbad,23.85450909,86.40372925,354,JHARKHAND,2684487,1405956,1278531,1722204,1014950,707254,437309,226362,210947,233119,117256,115863,844504,658851,185653,1839983,103488,25889,618009,2149480,431762,11243,9727,331,1268,77182,3494,83995,427173,11568,46646,258764,405455,664219,317918,501453,305054,186697,107382,1634835,648876,356445,283681,18631,47744,131398,13811,303871,23334,290580,328776,11094,224918,198464,359496,76629,153604,5460,179162,163958,2154,199454,22792,529,91
Jharkhand,Dumka,24.27500613,87.2766245,362,JHARKHAND,1321442,668514,652928,672409,406275,266134,79614,40802,38812,571077,282125,288952,624779,367108,257671,696663,303084,23106,105187,1044726,106865,86404,234,267,162,78622,4162,11836,62110,1193,10396,303697,23281,326978,229157,229259,69525,38383,25593,799323,324226,196164,175375,2912,36546,23058,3086,70067,1785,32443,75323,2170,28625,26873,267228,3967,178206,3271,146642,23295,414,10184,9715,376,98
Jharkhand,Garhwa,24.08211469,83.68664266,346,JHARKHAND,1322784,683575,639209,653476,405161,248315,319946,165313,154633,205874,104499,101375,571431,335451,235980,751353,328673,14487,114710,1104475,194680,17168,123,371,20,4591,1356,6798,29373,565,8881,272872,19180,292052,207665,195565,87844,46882,28144,860869,284036,177599,108161,2671,47454,16578,2218,96766,934,21864,100748,1764,37316,18018,250350,2997,180798,3129,120994,42515,227,9562,2359,321,94
Jharkhand,Giridih,24.3057851,86.08710916,349,JHARKHAND,2445474,1258098,1187376,1253475,783736,469739,325493,166447,159046,238188,120646,117542,1036277,623946,412331,1409197,362610,32544,271210,1856202,508586,14645,937,650,1503,59218,3733,16909,125431,1944,19976,452564,46886,499450,503261,443980,146464,77540,55122,1597269,533788,312967,226550,6290,77769,57582,6569,231728,3341,63911,242670,4373,65411,42269,381432,6860,89371,7536,205231,64045,378,20116,3294,613,94
Jharkhand,Godda,24.8189,87.29417355,351,JHARKHAND,1313551,677927,635624,604519,376212,228307,115567,59835,55732,279208,138510,140698,552191,344019,208172,761360,307767,18719,81102,937126,289182,37795,97,128,115,47067,2041,7421,43230,874,11925,276454,15576,292030,217607,190777,79430,47395,30870,820367,308639,183519,133332,1754,48401,19859,2481,84687,1458,25764,89533,2365,35837,26348,245973,2288,168876,2965,135005,36301,345,9377,2969,299,94
Jharkhand,Gumla,23.07853295,84.55056787,366,JHARKHAND,1025213,514390,510823,559720,321795,237925,32459,16446,16013,706754,352514,354240,487508,264774,222734,537705,97918,12771,55547,309563,51429,202449,221,531,23,457468,3529,9108,31687,831,7807,216629,16445,233074,136719,242580,82114,45613,23742,643579,225871,155452,130700,2181,36472,16146,2529,51241,1114,18701,55186,1416,19181,19545,179247,7713,52883,1302,83958,20129,61,7231,961,242,99
Jharkhand,Jamtara,23.97873318,86.9532508,363,JHARKHAND,791042,404830,386212,426312,258260,168052,72885,37212,35673,240489,120035,120454,326631,214740,111891,464411,135667,11547,73409,550560,164406,4419,520,118,783,68564,1672,5564,49419,808,4959,165555,20113,185668,131150,132014,40613,22995,14802,480895,189889,116810,116861,1632,21154,16906,2377,52099,1057,31194,55601,1125,17759,14710,145904,3164,103482,1405,81943,20557,100,3369,6404,150,95
Jharkhand,Latehar,23.72511186,84.48298743,359,JHARKHAND,726978,369666,357312,350682,209706,140976,154910,78266,76644,331096,166427,164669,313379,180106,133273,413599,142729,9205,57752,473049,69808,47653,120,128,16,133525,2679,2177,38194,340,6240,146377,14137,160514,109491,121529,46142,23885,13956,484084,152720,89870,63127,1268,28620,8012,1000,37343,440,10697,39512,1169,16406,14317,127924,3721,70760,3848,66928,13556,176,3795,736,146,97
Jharkhand,Lohardaga,23.48879604,84.66051691,356,JHARKHAND,461790,232629,229161,259707,149568,110139,15330,7862,7468,262734,130814,131920,221332,121605,99727,240458,80840,4449,36263,112378,95012,16770,51,33,15,235987,1544,8016,28769,351,2954,96759,14725,111484,82873,84920,38503,21987,13847,298844,100340,62244,66235,1102,18498,10065,946,31101,677,12504,32713,666,16335,13613,87210,2967,40470,984,47719,10565,30,2682,435,108,99
Jharkhand,Pakur,24.57260428,87.69691969,353,JHARKHAND,900422,452661,447761,352881,206989,145892,28469,14352,14117,379054,186967,192087,404584,234012,170572,495838,150028,19471,129751,410127,322963,75865,356,283,222,88760,1846,5316,31414,328,4535,200588,16587,217175,100367,133770,29934,15700,9822,587976,206826,104418,102037,923,24266,9725,1156,37087,605,16500,39592,1349,15762,18395,175835,2847,139605,1716,114465,11757,145,5590,7257,212,99
Jharkhand,Palamu,24.19692597,84.20310843,358,JHARKHAND,1939869,1006302,933567,1024563,621706,402857,536382,277119,259263,181208,92577,88631,713175,473042,240133,1226694,380976,19911,178703,1683169,238295,6164,734,188,284,5681,5354,17270,68238,2155,19981,355529,52375,407904,303053,296937,160964,100290,63595,1244572,425668,268387,159105,8015,75238,29434,7230,155997,2931,51012,167482,4255,82133,46445,346286,6419,239217,4192,155839,93084,468,16934,3755,411,93
Jharkhand,Ranchi,23.18423506,85.31781937,364,JHARKHAND,2914253,1494937,1419316,1911433,1085244,826189,152943,78613,74330,1042016,520582,521434,1142867,743967,398900,1771386,267360,38452,519568,1612239,410759,193974,4826,932,2733,677445,11345,164237,350908,22538,76565,420740,310242,730982,361522,547583,370847,247237,195181,1742293,725938,409166,344888,34053,137964,141089,19068,293292,43660,247137,334055,21695,237057,227932,461581,79680,211799,6977,182802,199059,606,101302,44162,674,95
Jharkhand,Sahibganj,24.9366799,87.68264098,352,JHARKHAND,1150567,589391,561176,483263,287303,195960,72341,37317,35024,308343,153435,154908,490202,295690,194512,660365,206902,43179,130146,628044,398243,83208,198,245,125,38426,2078,11545,34879,591,9563,223450,37543,260993,146399,171416,52248,28087,19832,745027,261849,137727,95511,1285,45998,10359,1611,60592,808,24604,64808,2605,35220,34451,217420,4553,148110,1584,117415,44115,257,10049,8021,276,95
Jharkhand,Simdega,22.60876039,84.59193692,367,JHARKHAND,599578,300309,299269,343483,191991,151492,44674,22150,22524,424407,211546,212861,288645,159867,128778,310933,90232,8011,32383,201524,15103,306601,51,753,114,73930,1502,3472,16865,423,4649,144169,11114,155283,82317,130068,47836,24842,13674,357859,143560,97817,86022,1158,17801,9742,1190,25218,476,7606,27504,1096,9228,9547,111052,4279,43565,1071,58894,9151,95,3519,535,148,100
Karnataka,Bagalkot,16.15860676,75.64526071,556,KARNATAKA,1889752,950111,939641,1113412,641388,472024,319149,158135,161014,97203,48470,48733,818081,511575,306506,1071671,303243,44797,273842,1634229,219991,3433,443,412,25198,166,5880,49345,301389,3745,26297,324799,165858,490657,242336,385986,171505,115095,82319,1123443,465706,299774,153879,9726,37022,69279,14552,205045,7247,161280,234284,14687,272956,66813,287059,54451,99744,9810,166611,102487,724,225386,73403,380,99
Karnataka,Bangalore Rural,12.93682709,77.47369315,583,KARNATAKA,990923,509172,481751,688749,385311,303438,213700,107424,106276,52903,27147,25756,459891,315499,144392,531032,84108,19457,228556,890429,92252,5368,389,272,1045,85,1083,77454,214253,3729,17066,231052,95410,326462,100770,168165,166677,82235,51015,535765,278153,176083,93908,10389,62715,69005,10920,146993,7181,156967,165588,7675,201156,179589,163974,55447,65318,45,122564,59332,70,150162,63010,164,95
Karnataka,Belgaum,16.16107219,74.72329042,555,KARNATAKA,4779661,2423063,2356598,3052032,1725548,1326484,577418,289096,288322,297198,148673,148525,2105668,1372422,733246,2673993,649517,60342,683829,4038331,528412,18418,2037,1086,178310,149,12918,240742,808827,17560,73497,962777,356198,1318975,544564,1057297,532584,279583,201884,2669348,1251116,857143,519937,35104,152541,228887,48042,543121,31642,468274,641485,50322,779974,316225,811672,126662,262330,24013,392344,340306,4006,520520,186601,1016,97
Karnataka,Bellary,15.07437755,76.47228471,565,KARNATAKA,2452595,1236954,1215641,1421621,813440,608181,517409,258582,258827,451406,225451,225955,1116880,703258,413622,1335715,406092,22832,429876,2103633,320834,14014,1029,284,8044,54,4703,114040,440374,9626,40190,371604,251876,623480,275785,529576,203139,121453,89475,1487013,617276,346905,164714,14163,40985,111250,20960,288487,17678,291101,327050,17603,417150,156110,366781,102920,70652,5832,202155,164676,4356,388435,53592,415,98
Karnataka,Bidar,17.95036173,77.19459962,558,KARNATAKA,1703300,870665,832635,1042673,597198,445475,399785,204280,195505,235822,119787,116035,702608,459050,243558,1000692,280091,18095,263120,1289709,335184,35438,1145,30453,680,521,10170,34924,271439,3971,36072,287134,102269,389403,188998,474921,181076,105347,54900,1018195,397120,287271,102869,9724,21485,44813,28962,141567,6751,116314,187983,17454,214601,72805,278386,30830,93538,584,120499,92061,1226,158928,53317,377,96
Karnataka,Bijapur,16.84015317,75.95909167,417,CHHATTISGARH,255230,128663,126567,86919,54076,32843,10122,5145,4977,204189,101519,102670,134525,71591,62934,120705,49859,1399,16763,245151,1617,2709,68,1649,15,3793,228,1022,12516,117,1462,50449,7942,58391,25597,22787,7192,6755,3421,167348,63802,23927,16830,305,6766,2625,513,4019,156,4215,5033,501,7780,2843,47682,1846,41215,2696,26040,2460,255,1982,230,293,98
Karnataka,Bijapur,16.84015317,75.95909167,557,KARNATAKA,2177331,1111022,1066309,1248268,730566,517702,442773,226440,216333,39314,19912,19402,927722,580111,347611,1249609,351600,25379,288526,1786830,369588,2433,558,374,8665,499,8384,58890,326594,4987,36571,396449,131041,527490,246391,430477,182756,129109,96990,1295274,527085,353549,161995,11722,55653,67663,21320,247885,9673,164015,284523,15318,297164,73300,338321,55083,142779,6429,161163,104504,1239,195318,50631,447,96
Karnataka,Chikmagalur,13.42528829,75.67626502,570,KARNATAKA,1137961,566622,571339,818345,438257,380088,253651,125016,128635,44970,21990,22980,565774,357889,207885,572187,126600,8873,274909,1004553,101235,26000,182,109,4710,4,1168,74534,238505,4510,18727,311660,80766,392426,114570,257550,177585,96470,72420,564994,341380,230864,76379,15446,51203,59192,38308,123117,6865,169969,196527,35102,246504,167369,216586,41283,46657,5006,128194,108037,3607,186014,35987,239,101
Karnataka,Chitradurga,14.2910222,76.57821957,566,KARNATAKA,1659456,840843,818613,1087392,607188,480204,389117,196819,192298,302554,152939,149615,856587,513311,343276,802869,294337,26235,249770,1520553,128751,3175,322,84,3778,128,2665,60522,307257,5711,28897,349704,97644,447348,188329,332648,217567,132435,75262,891230,460057,306412,102607,7425,50130,55959,18143,168893,6484,174344,206637,19601,270699,107142,298987,46758,112447,545,190306,86859,1250,232128,88921,365,97
Karnataka,Davanagere,14.33041459,75.91723841,567,KARNATAKA,1945497,986400,959097,1308540,720637,587903,392595,198299,194296,233112,117808,115304,875207,585639,289568,1070290,295873,31438,317050,1658465,265805,5420,307,164,6417,1743,7176,100812,372671,7320,39416,354680,176011,530691,242130,446793,269748,154781,123863,1068518,538551,336173,146389,15449,44415,90291,23773,239519,15464,256051,284572,21280,353628,188046,320621,73448,109075,4433,208670,121315,529,282186,92179,406,97
Karnataka,Dharwad,15.34383138,75.13831264,562,KARNATAKA,1847023,937206,909817,1301664,711776,589888,177855,89137,88718,87548,44173,43375,784833,543776,241057,1062190,207642,16463,396449,1390020,386834,28747,1486,715,29037,2748,7436,140584,347962,15013,49585,199707,283397,483104,252596,383041,227113,143453,137768,1017935,505688,322577,111313,21127,77142,91208,24241,211479,27168,233604,266330,30610,349008,212091,275419,87134,40704,2568,106104,213137,22327,300159,33936,289,97
Karnataka,Gadag,15.50712826,75.64861303,561,KARNATAKA,1064570,537147,527423,700177,397178,302999,174196,87745,86451,61654,30975,30679,495722,310412,185310,568848,200310,15485,152486,907750,143665,3432,231,79,5993,74,3346,31959,198064,3373,15625,180066,111906,291972,121615,244640,105150,63816,42053,601578,279069,183409,73191,5205,29345,30957,10794,108418,4457,104708,128416,9204,191541,45668,175742,32788,29366,1914,96873,63805,19603,156686,18113,218,98
Karnataka,Gulbarga,17.07045952,76.8750385,579,KARNATAKA,2566326,1301755,1264571,1427368,828359,599009,648782,330091,318691,65259,32830,32429,1087028,680001,407027,1479298,415267,25891,425672,2011014,513125,8344,826,9589,4865,330,18233,77334,404767,9752,52483,400704,199303,600007,177860,579057,290570,153746,104256,1570719,604665,388935,118463,12872,59889,73797,29585,261706,16365,222126,307848,16557,340251,118792,378218,79335,138402,6730,174993,146124,532,264350,68364,761,97
Karnataka,Hassan,12.94509875,76.1104955,574,KARNATAKA,1776421,883667,892754,1225256,668836,556420,345031,169961,175070,32329,15986,16343,903580,560452,343128,872841,165910,16126,284510,1630814,120011,15611,289,623,5820,3,3250,90599,400702,4851,23444,496103,132878,628981,182255,354480,292369,147837,103152,877340,522039,375918,138247,14979,94906,97603,40596,239448,9263,272295,307439,27395,403052,171212,363138,57085,140251,1165,217341,147920,856,272269,103177,390,101
Karnataka,Haveri,14.73758281,75.39612306,564,KARNATAKA,1597668,819128,778540,1085443,603793,481650,219976,112212,107764,141380,72109,69271,730066,490731,239335,867602,311263,20217,195531,1281878,297927,2406,419,68,9834,702,4434,41517,295937,2456,17819,315076,98488,413564,240925,430529,158442,84357,55310,904453,426094,266586,117943,5681,35550,47577,12071,173044,4509,155076,194815,9700,288495,121420,280133,37221,70577,2445,164716,91633,748,244655,61867,353,95
Karnataka,Kodagu,12.39684468,75.79336596,576,KARNATAKA,554519,274608,279911,412877,215302,197575,73584,35759,37825,58054,28510,29544,278938,172100,106838,275581,15153,1549,241062,448986,87274,17130,139,126,250,220,394,40958,113931,3308,10758,181182,31792,212974,51287,111562,86232,54939,43225,276918,163360,113919,20075,16963,65260,22161,21188,58144,4548,83016,104109,24777,125535,112626,93366,22511,16972,2943,44500,76018,2450,66724,13535,116,102
